,Unnamed: 0_x,Company,revenues,rev_perc_change,profit,prof_perc_change,assets,market_value,rank_change1000,employees,rank_change500,CEO,CEO Title,Sector,Industry_x,HQ Location,Website,Years on Fortune 500 List,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2017),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2018),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Unnamed: 0_y,Market Cap,Industry_y,No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board
216,348,campbellsoup,"$8,685.0",10.1%,$261.0,-70.6%,"$14,529.0","$11,481.6",9,"23,000",9,Mark A. Clouse,"President, Chief Executive Officer &amp; Director","Food, Beverages &amp; Tobacco",Food Consumer Products,"Camden, N.J.",,65,"23,000","$8,685.0",10.1%,$261.0,-70.6%,"$14,529.0",-,"$1,364.0",-,3.0%,1.8%,19.1%,0.86,-70.2%,-9.8%,-11.9%,-29.1%,-2.7%,4.0%,348,15727,Consumer Staples,14,65.0,0.71,10.0,230000,0.29
217,349,rockwellcollins,"$8,665.0",27.0%,"$1,032.0",46.4%,"$19,026.0",-,65,"31,200",65,Kelly Ortberg,"Chairman, President &amp; Chief Executive Officer",Aerospace &amp; Defense,Aerospace and Defense,"West Palm Beach, Fla.",,8,"31,200","$8,665.0",27.0%,"$1,032.0",46.4%,"$19,026.0",-,"$7,107.0",-,11.9%,5.4%,14.5%,6.22,29.9%,6.3%,4.1%,-,-,-,264,11427,Industrials,9,65.0,0.89,8.0,250098,0.22
218,353,jbhunttransportservices,"$8,614.9",19.8%,$489.6,-28.7%,"$5,091.6","$11,014.2",41,"27,621",41,John N. Roberts III,"President, Chief Executive Officer &amp; Director",Transportation,"Trucking, Truck Leasing","Lowell, Ark.",,7,"27,621","$8,614.9",19.8%,$489.6,-28.7%,"$5,091.6",-,"$2,101.4",-,5.7%,9.6%,23.3%,4.43,-28.3%,9.1%,11.0%,-18.4%,4.8%,14.7%,457,8752,Industrials,11,61.0,0.55,11.0,182500,0.18
219,354,frontiercommunications,"$8,611.0",-5.7%,$-643.0,-,"$23,659.0",$209.6,-30,"21,173",-30,Daniel J. McCarthy,"President, Chief Executive Officer &amp; Director",Telecommunications,Telecommunications,"Norwalk, Conn.",,6,"21,173","$8,611.0",-5.7%,$-643.0,-,"$23,659.0",-,"$1,600.0",-,-7.5%,-2.7%,-40.2%,-8.37,-,-,-,-64.8%,-44.3%,-26.0%,459,6004,Telecommunications Services,12,61.5,0.83,6.5,180000,0.42
220,357,eversourceenergy,"$8,448.2",9.0%,"$1,033.0",4.6%,"$38,241.3","$22,512.6",6,"7,998",6,James J. Judge,"Chairman, President &amp; Chief Executive Officer",Energy,,"Springfield, Mass.",,24,"7,998","$8,448.2",9.0%,"$1,033.0",4.6%,"$38,241.3",-,"$11,486.8",-,12.2%,2.7%,9.0%,3.25,4.5%,5.5%,6.9%,6.4%,12.5%,14.3%,434,16156,Utilities,12,67.5,0.92,3.0,200097,0.17
221,359,genworthfinancial,"$8,430.0",1.6%,$119.0,-85.4%,"$100,923.0","$1,918.5",-12,"3,500",-12,Thomas J. McInerney,"President, Chief Executive Officer &amp; Director",Financials,,"Richmond, Va.",,14,"3,500","$8,430.0",1.6%,$119.0,-85.4%,"$100,923.0",-,"$12,450.0",-,1.4%,0.1%,1.0%,0.24,-85.3%,-26.5%,-,49.8%,-21.4%,5.1%,251,2327,Financials,10,67.5,0.9,5.5,255000,0.3
222,360,fidelitynationalinformationservices,"$8,423.0",-7.7%,$846.0,-35.9%,"$23,770.0","$36,546.5",-35,"47,000",-35,Gary A. Norcross,"Chairman, President &amp; Chief Executive Officer",Business Services,Financial Data Services,"Jacksonville, Fla.",,10,"47,000","$8,423.0",-7.7%,$846.0,-35.9%,"$23,770.0",-,"$10,215.0",-,10.0%,3.6%,8.3%,2.55,-35.1%,8.7%,8.7%,10.4%,15.5%,21.9%,12,20533,Information Technology,11,66.0,0.45,6.0,453414,0.09
223,362,rydersystem,"$8,409.2",14.7%,$273.3,-65.4%,"$13,051.1","$3,302.5",24,"39,600",24,Robert E. Sanchez,"Chairman, President &amp; Chief Executive Officer",Transportation,"Trucking, Truck Leasing","Miami, Fla.",,25,"39,600","$8,409.2",14.7%,$273.3,-65.4%,"$13,051.1",-,"$2,910.3",-,3.3%,2.1%,9.4%,5.17,-65.2%,2.7%,3.9%,-40.9%,-6.0%,4.7%,295,3834,Industrials,11,61.0,0.91,8.0,243019,0.27
224,365,masco,"$8,359.0",9.4%,$734.0,37.7%,"$5,393.0","$11,568.7",7,"26,000",7,Keith J. Allman,"President, Chief Executive Officer &amp; Director",Household Products,"Home Equipment, Furnishings","Livonia, Mich.",,44,"26,000","$8,359.0",9.4%,$734.0,37.7%,"$5,393.0",-,$-111.0,-,8.8%,13.6%,-,2.37,42.8%,25.5%,-,-32.7%,9.2%,13.8%,299,9757,Industrials,11,61.0,0.82,3.0,241368,0.18
225,368,amphenol,"$8,202.0",17.0%,"$1,205.0",85.2%,"$10,044.9","$28,151.4",34,"73,600",34,R. Adam Norwitt,"President, Chief Executive Officer &amp; Director",Technology,Network and Other Communications Equipment,"Wallingford, Conn.",,5,"73,600","$8,202.0",17.0%,"$1,205.0",85.2%,"$10,044.9",-,"$4,017.0",-,14.7%,12.0%,30.0%,3.85,86.9%,14.5%,12.6%,-6.8%,13.8%,21.8%,431,16761,Information Technology,10,70.5,0.6,10.0,201026,0.1
226,375,dardenrestaurants,"$8,080.1",12.7%,$596.0,24.4%,"$5,469.6","$15,002.6",20,"180,656",20,Eugene I. Lee Jr.,"President, Chief Executive Officer &amp; Director","Hotels, Restaurants &amp; Leisure",Food Services,"Orlando, Fla.",,23,"180,656","$8,080.1",12.7%,$596.0,24.4%,"$5,469.6",-,"$2,194.8",-,7.4%,10.9%,27.2%,4.73,24.5%,8.6%,6.2%,6.9%,19.6%,18.7%,426,7930,Consumer Discretionary,12,55.5,0.75,1.0,202855,0.17
227,377,assurant,"$8,057.6",25.6%,$251.0,-51.7%,"$41,089.3","$5,854.3",62,"14,250",62,Alan B. Colberg,"President, Chief Executive Officer &amp; Director",Financials,,"New York, N.Y.",,15,"14,250","$8,057.6",25.6%,$251.0,-51.7%,"$41,089.3",-,"$5,112.0",-,3.1%,0.6%,4.9%,3.98,-57.6%,-8.8%,0.5%,-9.2%,8.4%,13.9%,391,5447,Financials,10,63.0,0.9,5.0,217411,0.2
228,378,unitedrentals,"$8,047.0",21.2%,"$1,096.0",-18.6%,"$18,133.0","$9,002.2",45,"18,500",45,Matthew J. Flannery,Chief Executive Officer &amp; Director,Business Services,Equipment Leasing,"Stamford, Conn.",,6,"18,500","$8,047.0",21.2%,"$1,096.0",-18.6%,"$18,133.0",-,"$3,403.0",-,13.6%,6.0%,32.2%,13.12,-16.6%,29.2%,-,-40.4%,5.6%,27.4%,332,6949,Industrials,11,62.0,0.82,9.0,234090,0.18
229,383,fifththirdbancorp,"$7,973.0",3.4%,"$2,193.0",-0.0%,"$146,069.0","$19,447.4",-18,"17,437",-18,Greg D. Carmichael,"Chairman, President &amp; Chief Executive Officer",Financials,Commercial Banks,"Cincinnati, Ohio",,20,"17,437","$7,973.0",3.4%,"$2,193.0",-0.0%,"$146,069.0",-,"$16,250.0",-,27.5%,1.5%,13.5%,3.06,8.1%,8.7%,-,-20.7%,4.9%,13.3%,347,15000,Financials,14,61.0,0.79,6.0,230096,0.21
230,386,zimmerbiometholdings,"$7,932.9",1.4%,$-379.2,-120.9%,"$24,126.8","$26,124.8",-26,"19,800",-26,Bryan C. Hanson,"President, Chief Executive Officer &amp; Director",Health Care,Medical Products and Equipment,"Warsaw, Ind.",,4,"19,800","$7,932.9",1.4%,$-379.2,-120.9%,"$24,126.8",-,"$11,271.3",-,-4.8%,-1.6%,-3.4%,-1.86,-120.9%,-,-,-13.4%,3.0%,10.5%,181,21309,Health Care,12,59.0,0.92,4.5,273018,0.17
231,387,tractorsupply,"$7,911.0",9.0%,$532.4,26.0%,"$3,085.3","$11,839.7",3,"22,000",3,Gregory A. Sandfort,Chief Executive Officer &amp; Director,Retailing,,"Brentwood, Tenn.",,6,"22,000","$7,911.0",9.0%,$532.4,26.0%,"$3,085.3",-,"$1,561.8",-,6.7%,17.3%,34.1%,4.31,30.6%,13.2%,22.9%,13.3%,2.7%,26.0%,469,12548,Consumer Discretionary,9,63.0,0.89,8.0,169973,0.22
232,389,alliancedatasystems,"$7,791.2",0.9%,$963.1,22.1%,"$30,387.7","$9,273.5",-25,"20,000",-25,Melisa A. Miller,"President, Chief Executive Officer &amp; Director",Business Services,Financial Data Services,"Plano, Texas",,5,"20,000","$7,791.2",0.9%,$963.1,22.1%,"$30,387.7",-,"$2,332.1",-,12.4%,3.2%,41.3%,17.49,24.0%,18.7%,19.5%,-40.1%,-10.2%,12.7%,244,18264,Information Technology,8,67.5,0.88,12.5,256175,0.13
233,390,hershey,"$7,791.1",3.7%,"$1,177.6",50.4%,"$7,703.0","$23,944.3",-12,"15,675",-12,Michele G. Buck,"President, Chief Executive Officer &amp; Director","Food, Beverages &amp; Tobacco",Food Consumer Products,"Hershey, Pa.",,65,"15,675","$7,791.1",3.7%,"$1,177.6",50.4%,"$7,703.0",-,"$1,398.7",-,15.1%,15.3%,84.2%,5.58,52.5%,9.1%,15.2%,-3.0%,4.4%,14.7%,286,19227,Consumer Staples,11,62.0,0.91,5.0,245000,0.18
234,391,ppl,"$7,785.0",4.5%,"$1,827.0",62.0%,"$43,396.0","$22,882.5",-12,"12,444",-12,William H. Spence,"Chairman, President &amp; Chief Executive Officer",Energy,,"Allentown, Pa.",,25,"12,444","$7,785.0",4.5%,"$1,827.0",62.0%,"$43,396.0",-,"$11,657.0",-,23.5%,4.2%,15.7%,2.58,57.3%,7.9%,0.4%,-3.3%,5.1%,4.8%,484,23109,Utilities,9,59.0,0.89,4.0,98500,0.11
235,397,wecenergygroup,"$7,679.5",0.4%,"$1,059.3",-12.0%,"$33,475.8","$24,945.8",-26,"7,878",-26,J. Kevin Fletcher,Chairman &amp; Chief Executive Officer,Energy,,"Milwaukee, Wis.",,10,"7,878","$7,679.5",0.4%,"$1,059.3",-12.0%,"$33,475.8",-,"$9,788.9",-,13.8%,3.2%,10.8%,3.34,-11.9%,5.9%,8.2%,7.8%,14.7%,16.5%,446,16276,Utilities,12,66.5,0.92,11.0,191959,0.25
236,402,constellationbrands,"$7,585.0",3.5%,"$2,318.9",51.1%,"$20,538.7","$33,209.6",-17,"9,600",-17,William A. Newlands,"President, Chief Executive Officer &amp; Director","Food, Beverages &amp; Tobacco",Beverages,"Victor, N.Y.",,7,"9,600","$7,585.0",3.5%,"$2,318.9",51.1%,"$20,538.7",-,"$8,046.1",-,30.6%,11.3%,28.8%,-,-,-,-,-28.7%,18.9%,26.7%,397,26498,Consumer Staples,10,57.5,0.8,5.0,215654,0.1
237,403,questdiagnostics,"$7,531.0",-2.3%,$736.0,-4.7%,"$11,003.0","$12,072.8",-37,"46,000",-37,Stephen H. Rusckowski,"Chairman, President &amp; Chief Executive Officer",Health Care,,"Secaucus, N.J.",,19,"46,000","$7,531.0",-2.3%,$736.0,-4.7%,"$11,003.0",-,"$5,216.0",-,9.8%,6.7%,14.1%,5.29,-3.8%,-0.9%,5.9%,-13.9%,11.4%,6.5%,306,9740,Health Care,11,66.0,0.91,10.0,240086,0.27
238,404,activisionblizzard,"$7,500.0",6.9%,"$1,813.0",564.1%,"$17,835.0","$34,777.4",-4,"9,900",-4,Robert A. Kotick,Chief Executive Officer &amp; Director,Media,Entertainment,"Santa Monica, Calif.",,3,"9,900","$7,500.0",6.9%,"$1,813.0",564.1%,"$17,835.0",-,"$11,357.0",-,24.2%,10.2%,16.0%,2.35,552.8%,19.9%,15.6%,-26.1%,22.0%,19.4%,42,25340,Information Technology,9,65.0,0.78,2.0,352375,0.11
239,405,weyerhaeuser,"$7,476.0",3.9%,$748.0,28.5%,"$17,249.0","$19,663.4",-12,"9,300",-12,Devin W. Stockfish,Chief Executive Officer &amp; Director,Materials,Forest and Paper Products,"Seattle, Wash.",,65,"9,300","$7,476.0",3.9%,$748.0,28.5%,"$17,249.0",-,"$9,046.0",-,10.0%,4.3%,8.3%,0.99,28.6%,0.8%,-,-35.2%,-3.5%,9.7%,413,14975,Financials,10,60.0,0.9,8.5,210015,0.3
240,409,americantower,"$7,440.1",11.6%,"$1,236.4",-0.2%,"$33,010.4","$86,930.0",9,"5,026",9,James D. Taiclet Jr.,"Chairman, President &amp; Chief Executive Officer",Financials,Real estate,"Boston, Mass.",,3,"5,026","$7,440.1",11.6%,"$1,236.4",-0.2%,"$33,010.4",-,"$5,336.1",-,16.6%,3.7%,23.2%,2.77,3.7%,15.0%,12.7%,13.3%,16.7%,19.8%,307,43301,Financials,10,62.0,0.9,10.5,240011,0.3
241,410,apache,"$7,424.0",15.6%,$40.0,-96.9%,"$21,582.0","$13,011.6",27,"3,420",27,John J. Christmann IV,"President, Chief Executive Officer &amp; Director",Energy,"Mining, Crude-Oil Production","Houston, Texas",,16,"3,420","$7,424.0",15.6%,$40.0,-96.9%,"$21,582.0",-,"$7,130.0",-,0.5%,0.2%,0.6%,0.11,-96.8%,-54.3%,-25.5%,-36.2%,-19.6%,-8.7%,102,17814,Energy,11,57.0,0.91,2.0,304476,0.18
242,411,dover,"$7,395.8",-5.6%,$570.3,-29.7%,"$8,365.8","$13,621.0",-52,"24,000",-52,Richard J. Tobin,"President, Chief Executive Officer &amp; Director",Industrials,Industrial Machinery,"Downers Grove, Ill.",,46,"24,000","$7,395.8",-5.6%,$570.3,-29.7%,"$8,365.8",-,"$2,768.7",-,7.7%,6.8%,20.6%,3.75,-27.2%,-8.3%,1.9%,-9.0%,4.6%,15.2%,309,9984,Industrials,12,66.5,0.92,10.0,240000,0.17
243,412,keycorp,"$7,393.0",7.6%,"$1,866.0",44.0%,"$139,613.0","$15,888.4",-1,"18,180",-1,Beth E. Mooney,"Chairman, President &amp; Chief Executive Officer",Financials,Commercial Banks,"Cleveland, Ohio",,21,"18,180","$7,393.0",7.6%,"$1,866.0",44.0%,"$139,613.0",-,"$15,595.0",-,25.2%,1.3%,12.0%,1.71,51.3%,12.0%,-,-24.5%,4.3%,7.7%,479,10374,Financials,14,59.5,0.93,5.0,146993,0.36
244,413,jmsmucker,"$7,357.1",-0.5%,"$1,338.6",126.0%,"$15,301.2","$13,251.5",-31,"7,000",-31,Mark T. Smucker,"President, Chief Executive Officer &amp; Director","Food, Beverages &amp; Tobacco",Food Consumer Products,"Orrville, Ohio",,9,"7,000","$7,357.1",-0.5%,"$1,338.6",126.0%,"$15,301.2",-,"$7,891.1",-,18.2%,8.7%,17.0%,11.78,131.0%,18.7%,14.7%,-22.5%,0.4%,10.7%,416,14047,Consumer Staples,13,64.0,0.54,9.0,209000,0.31
245,415,motorolasolutions,"$7,343.0",15.1%,$966.0,-,"$9,409.0","$23,089.5",27,"16,000",27,Gregory Q. Brown,Chairman &amp; Chief Executive Officer,Technology,Network and Other Communications Equipment,"Chicago, Ill.",,65,"16,000","$7,343.0",15.1%,$966.0,-,"$9,409.0",-,"$-1,293.0",-,13.2%,10.3%,-,5.62,-,6.7%,-,29.8%,13.7%,22.4%,235,14468,Information Technology,10,61.0,0.9,3.5,257538,0.2
246,424,averydennison,"$7,159.0",8.2%,$467.4,65.9%,"$5,177.5","$9,488.9",2,"30,000",2,Mitchell R. Butier,"President, Chief Executive Officer &amp; Director",Materials,"Packaging, Containers","Glendale, Calif.",,45,"30,000","$7,159.0",8.2%,$467.4,65.9%,"$5,177.5",-,$955.1,-,6.5%,9.0%,48.9%,5.28,68.7%,19.6%,6.9%,-20.2%,14.9%,13.7%,386,5940,Materials,9,59.0,0.89,10.0,217802,0.22
247,437,owens-illinois,"$6,877.0",0.1%,$257.0,42.8%,"$9,699.0","$2,915.8",-28,"26,500",-28,Andres A. Lopez,"President, Chief Executive Officer &amp; Director",Materials,"Packaging, Containers","Perrysburg, Ohio",,65,"26,500","$6,877.0",0.1%,$257.0,42.8%,"$9,699.0",-,$786.0,-,3.7%,2.6%,32.7%,1.59,44.5%,-3.6%,0.5%,-22.2%,-13.6%,-4.5%,419,3466,Materials,12,65.0,0.75,9.0,208000,0.17
248,439,cmsenergy,"$6,873.0",4.4%,$657.0,42.8%,"$24,529.0","$15,760.0",-11,"8,291",-11,Patricia K. Poppe,"President, Chief Executive Officer &amp; Director",Energy,,"Jackson, Mich.",,25,"8,291","$6,873.0",4.4%,$657.0,42.8%,"$24,529.0",-,"$4,755.0",-,9.6%,2.7%,13.8%,2.32,41.5%,6.9%,6.6%,8.2%,16.8%,21.5%,432,10023,Utilities,12,61.5,0.83,4.0,200849,0.25
249,443,hanesbrands,"$6,804.0",5.0%,$553.1,793.6%,"$7,256.0","$6,463.1",-11,"68,000",-11,Gerald W. Evans Jr.,Chief Executive Officer &amp; Director,Apparel,Apparel,"Winston-Salem, N.C.",,16,"68,000","$6,804.0",5.0%,$553.1,793.6%,"$7,256.0",-,$970.3,-,8.1%,7.6%,57.0%,1.52,794.1%,13.3%,16.3%,-38.0%,-4.6%,16.0%,376,12514,Consumer Discretionary,11,62.0,0.91,9.0,220054,0.18
250,446,regionsfinancial,"$6,762.0",11.0%,"$1,759.0",39.3%,"$125,688.0","$14,401.0",13,"19,969",13,John M. Turner Jr.,"President, Chief Executive Officer &amp; Director",Financials,Commercial Banks,"Birmingham, Ala.",,21,"19,969","$6,762.0",11.0%,"$1,759.0",39.3%,"$125,688.0",-,"$15,090.0",-,26.0%,1.4%,11.7%,1.54,54.0%,14.9%,-,-20.8%,8.6%,7.2%,438,12192,Financials,12,65.5,0.92,8.5,198750,0.25
251,447,wynnresorts,"$6,717.7",6.5%,$572.4,-23.4%,"$13,216.3","$12,843.5",-1,"26,000",-1,Matthew O. Maddox,"President, Chief Executive Officer &amp; Director","Hotels, Restaurants &amp; Leisure","Hotels, Casinos, Resorts","Las Vegas, Nev.",,6,"26,000","$6,717.7",6.5%,$572.4,-23.4%,"$13,216.3",-,"$2,034.1",-,8.5%,4.3%,28.1%,5.35,-26.5%,-5.7%,10.8%,-40.2%,-10.6%,13.8%,29,7102,Consumer Discretionary,7,70.0,0.86,12.0,372529,0.0
252,449,regeneronpharmaceuticals,"$6,710.8",14.3%,"$2,444.4",104.0%,"$11,734.5","$44,871.4",23,"7,400",23,Leonard S. Schleifer,"President, Chief Executive Officer &amp; Director",Health Care,Pharmaceuticals,"Tarrytown, N.Y.",,2,"7,400","$6,710.8",14.3%,"$2,444.4",104.0%,"$11,734.5",-,"$8,757.3",-,36.4%,20.8%,27.9%,21.29,105.9%,41.8%,-,-0.7%,6.3%,35.2%,0,57795,Health Care,12,72.0,0.67,22.0,1769032,0.08
253,451,rockwellautomation,"$6,666.0",5.6%,$535.5,-35.1%,"$6,262.0","$20,975.2",-7,"23,000",-7,Blake D. Moret,"Chairman, President &amp; Chief Executive Officer",Industrials,"Electronics, Electrical Equip.","Milwaukee, Wis.",,65,"23,000","$6,666.0",5.6%,$535.5,-35.1%,"$6,262.0",-,"$1,617.5",-,8.0%,8.6%,33.1%,4.21,-33.7%,-4.7%,0.8%,-21.8%,7.3%,19.4%,396,14639,Industrials,11,63.0,0.91,7.0,216458,0.18
254,452,northerntrust,"$6,658.9",16.5%,"$1,556.4",29.8%,"$132,212.5","$19,754.4",33,"18,800",33,,"Chairman, President &amp; Chief Executive Officer",Financials,Commercial Banks,"Chicago, Ill.",,8,"18,800","$6,658.9",16.5%,"$1,556.4",29.8%,"$132,212.5",-,"$10,508.3",-,23.4%,1.2%,14.8%,6.64,35.0%,17.3%,6.7%,-14.8%,8.3%,7.1%,411,16275,Financials,12,60.0,0.92,7.0,210207,0.17
255,455,marathonoil,"$6,582.0",27.7%,"$1,096.0",-,"$21,321.0","$13,677.2",62,"2,400",-,Lee M. Tillman,"Chairman, President &amp; Chief Executive Officer",Energy,"Mining, Crude-Oil Production","Houston, Texas",,63,"2,400","$6,582.0",27.7%,"$1,096.0",-,"$21,321.0",-,"$12,128.0",-,16.7%,5.1%,9.0%,1.29,-,-12.2%,-12.6%,-14.3%,-14.8%,0.7%,52,12446,Energy,8,61.0,0.88,5.0,337500,0.13
256,458,cintas,"$6,487.4",19.5%,$842.6,75.3%,"$6,958.2","$21,207.8",41,"41,000",41,Scott D. Farmer,Chairman &amp; Chief Executive Officer,Business Services,Diversified Outsourcing Services,"Cincinnati, Ohio",,2,"41,000","$6,487.4",19.5%,$842.6,75.3%,"$6,958.2",-,"$3,016.5",-,13.0%,12.1%,27.9%,7.56,72.6%,24.6%,13.4%,9.1%,24.7%,24.0%,458,10049,Industrials,9,63.0,0.67,7.0,181565,0.11
257,460,hess,"$6,466.0",19.6%,$-282.0,-,"$21,433.0","$18,251.8",40,"1,708",-,John B. Hess,Chief Executive Officer &amp; Director,Energy,"Mining, Crude-Oil Production","New York, N.Y.",,63,"1,708","$6,466.0",19.6%,$-282.0,-,"$21,433.0",-,"$9,629.0",-,-4.4%,-1.3%,-2.9%,-1.1,-,-,-,-13.1%,-11.9%,-1.5%,83,16081,Energy,14,63.5,0.93,2.0,317694,0.14
258,466,franklinresources,"$6,319.1",-1.1%,$764.4,-54.9%,"$14,383.5","$16,885.2",-26,"9,691",-26,Gregory E. Johnson,Chairman &amp; Chief Executive Officer,Financials,Securities,"San Mateo, Calif.",,14,"9,691","$6,319.1",-1.1%,$764.4,-54.9%,"$14,383.5",-,"$9,899.2",-,12.1%,5.3%,7.7%,1.39,-53.8%,-16.2%,-4.6%,-23.4%,-9.2%,6.5%,366,24598,Financials,10,57.5,0.7,4.0,223500,0.2
259,467,ameren,"$6,291.0",1.8%,$815.0,55.8%,"$27,215.0","$18,050.6",-15,"8,838",-15,Warner L. Baxter,"Chairman, President &amp; Chief Executive Officer",Energy,,"St. Louis, Mo.",,22,"8,838","$6,291.0",1.8%,$815.0,55.8%,"$27,215.0",-,"$7,631.0",-,13.0%,3.0%,10.7%,3.32,55.1%,23.0%,1.4%,13.9%,16.5%,11.8%,402,10598,Utilities,11,62.0,0.91,6.0,214522,0.27
260,468,intercontinentalexchange,"$6,276.0",7.6%,"$1,988.0",-20.9%,"$92,791.0","$43,074.1",8,"5,161",8,Jeffrey C. Sprecher,Chairman &amp; Chief Executive Officer,Financials,Securities,"Atlanta, Ga.",,3,"5,161","$6,276.0",7.6%,"$1,988.0",-20.9%,"$92,791.0",-,"$17,201.0",-,31.7%,2.1%,11.6%,3.43,-18.9%,39.8%,15.2%,8.2%,12.3%,17.2%,117,27699,Financials,11,67.0,0.91,12.0,296403,0.09
261,471,analogdevices,"$6,200.9",21.4%,"$1,495.4",105.6%,"$20,449.8","$38,772.4",48,"15,800",-,Vincent T. Roche,"President, Chief Executive Officer &amp; Director",Technology,Semiconductors and Other Electronic Components,"Norwood, Mass.",,3,"15,800","$6,200.9",21.4%,"$1,495.4",105.6%,"$20,449.8",-,"$10,988.5",-,24.1%,7.3%,13.6%,3.97,91.8%,13.2%,4.1%,-1.6%,13.8%,19.4%,305,18858,Information Technology,12,63.5,0.83,5.0,240358,0.08
262,472,ralphlauren,"$6,182.3",-7.1%,$162.8,-,"$6,143.3","$10,195.7",-52,"18,150",-52,Patrice Louvet,"President, Chief Executive Officer &amp; Director",Apparel,Apparel,"New York, N.Y.",,11,"18,150","$6,182.3",-7.1%,$162.8,-,"$6,143.3",-,"$3,457.4",-,2.6%,2.7%,4.7%,1.97,-,-24.4%,-6.8%,1.7%,-8.5%,9.9%,453,9487,Consumer Discretionary,11,68.0,0.73,8.0,185478,0.27
263,476,clorox,"$6,124.0",2.5%,$823.0,17.4%,"$5,060.0","$20,565.2",-9,"8,700",-9,Benno O. Dorer,Chairman &amp; Chief Executive Officer,Household Products,Household and Personal Products,"Oakland, Calif.",,39,"8,700","$6,124.0",2.5%,$823.0,17.4%,"$5,060.0",-,$726.0,-,13.4%,16.3%,113.4%,6.26,17.4%,7.8%,6.8%,6.4%,13.7%,14.1%,351,15745,Consumer Staples,11,65.0,0.82,2.0,227500,0.27
264,481,intuit,"$5,964.0",15.2%,"$1,211.0",24.7%,"$5,178.0","$67,724.3",34,"8,900",-,Sasan Goodarzi,"President, Chief Executive Officer &amp; Director",Technology,Computer Software,"Mountain View, Calif.",,1,"8,900","$5,964.0",15.2%,"$1,211.0",24.7%,"$5,178.0",-,"$2,354.0",-,20.3%,23.4%,51.4%,4.64,24.7%,10.4%,12.6%,25.8%,22.1%,24.5%,32,27018,Information Technology,9,61.0,0.67,8.0,367444,0.22
265,482,netapp,"$5,911.0",7.1%,$76.0,-85.1%,"$9,865.0","$17,125.2",12,"10,300",12,George Kurian,"President, Chief Executive Officer &amp; Director",Technology,"Computers, Office Equipment","Sunnyvale, Calif.",,8,"10,300","$5,911.0",7.1%,$76.0,-85.1%,"$9,865.0",-,"$2,067.0",-,1.3%,0.8%,3.7%,0.28,-84.5%,-27.2%,-10.6%,9.6%,9.9%,16.9%,73,10026,Information Technology,10,64.5,0.8,6.0,321059,0.1
266,486,zoetis,"$5,825.0",9.8%,"$1,428.0",65.3%,"$10,777.0","$48,198.0",20,"10,000",-,,Chief Executive Officer &amp; Director,Health Care,Pharmaceuticals,"Parsippany, N.J.",,1,"10,000","$5,825.0",9.8%,"$1,428.0",65.3%,"$10,777.0",-,"$2,185.0",-,24.5%,13.3%,65.4%,2.93,67.4%,23.7%,-,19.4%,22.1%,-,311,21459,Health Care,11,62.0,0.73,2.0,240000,0.09
267,487,fiserv,"$5,823.0",2.2%,"$1,187.0",-4.7%,"$11,262.0","$34,603.1",-1,"24,000",-1,Jeffery W. Yabuki,"President, Chief Executive Officer &amp; Director",Business Services,Financial Data Services,"Brookfield, Wis.",,9,"24,000","$5,823.0",2.2%,"$1,187.0",-4.7%,"$11,262.0",-,"$2,293.0",-,20.4%,10.5%,51.8%,2.87,-0.7%,18.7%,12.6%,12.1%,20.0%,23.2%,388,22056,Information Technology,10,59.0,0.9,9.0,217527,0.2
268,489,roberthalfinternational,"$5,800.3",10.1%,$434.3,49.5%,"$1,903.1","$7,759.2",21,"18,900",-,Harold M. Messmer Jr.,Chairman &amp; Chief Executive Officer,Business Services,Temporary Help,"Menlo Park, Calif.",,3,"18,900","$5,800.3",10.1%,$434.3,49.5%,"$1,903.1",-,"$1,063.2",-,7.5%,22.8%,40.8%,3.57,53.2%,14.3%,8.2%,4.8%,8.3%,12.7%,43,7082,Industrials,6,62.0,0.67,11.5,349620,0.17
269,491,harley-davidson,"$5,716.9",1.2%,$531.5,1.9%,"$10,665.7","$5,670.7",-4,"5,900",-4,Matthew S. Levatich,"President, Chief Executive Officer &amp; Director",Transportation,Transportation Equipment,"Milwaukee, Wis.",,25,"5,900","$5,716.9",1.2%,$531.5,1.9%,"$10,665.7",-,"$1,773.9",-,9.3%,5.0%,30.0%,3.19,5.6%,-0.6%,1.3%,-30.5%,-10.9%,9.5%,401,9487,Consumer Discretionary,11,64.0,0.82,13.0,215000,0.09
270,495,simonpropertygroup,"$5,657.9",2.2%,"$2,440.1",25.3%,"$30,686.2","$56,301.7",-3,"4,150",-3,David E. Simon,"Chairman, President &amp; Chief Executive Officer",Financials,Real estate,"Indianapolis, Ind.",,6,"4,150","$5,657.9",2.2%,"$2,440.1",25.3%,"$30,686.2",-,"$3,296.7",-,43.1%,8.0%,74.0%,7.87,26.1%,13.2%,15.5%,2.5%,7.2%,17.0%,441,63422,Financials,10,67.0,0.7,12.5,196214,0.1
