,Company,Market Value (M),rank_change1000,employees,rank_change500,CEO,CEO Title,Sector,Industry_x,HQ Location,Website,Years on Fortune 500 List,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2017),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2018),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Market Cap (M),Industry_y,No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board,GD_CEO,GD_Approval,GD CEO Rank,HBR CEO Rank,HBR_CEO,HBR_Industry,HBR_Country,HBR_YearStarted,HBR_Insider,HBR_MBA,HBR_finrank,HBR_sustainalytics,HBR_csrhub,HBR Ranked,GD Ranked,GD & HBR Ranked,MarketSize: < 250 million,"MarketSize: 250 ~ 1,000 million","MarketSize: 1,001 ~ 5,000 million","MarketSize: 5,001 ~ 50,000 million",MarketSize: 50 Billion +,Aerospace & Defense,Apparel,Business Services,Chemicals,Energy,Engineering & Construction,Financials,Food & Drug Stores,"Food, Beverages & Tobacco",Health Care,"Hotels, Restaurants & Leisure",Household Products,Industrials,Materials,Media,Motor Vehicles & Parts,Retailing,Technology,Telecommunications,Transportation,Wholesalers,State,Region,Midwest,Northeast,South,West,Division,East North Central,East South Central,Middle Atlantic,Mountain,New England,Pacific,South Atlantic,West North Central,West South Central
40,unitedparcelservice,96116.3,3.0,364575.0,3.0,David P. Abney,Chairman &amp; Chief Executive Officer,Transportation,"Mail, Package, and Freight Delivery","Atlanta, Ga.",,25.0,364575.0,71861.0,9.1,4791.0,-2.4,50016.0,,3021.0,,6.7,9.6,158.6,5.51,-1.8,3.6,6.5,-15.5,1.4,9.1,92325.0,Industrials,12.0,61.0,0.83,5.5,259968.0,0.25,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Georgia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
41,lowe's,87685.5,-2.0,245000.0,-2.0,Marvin R. Ellison,"President, Chief Executive Officer &amp; Director",Retailing,,"Mooresville, N.C.",,25.0,245000.0,71309.0,3.9,2314.0,-32.9,34508.0,,3644.0,,3.2,6.7,63.5,2.84,-30.6,5.8,6.7,1.2,15.2,17.8,68309.0,Consumer Discretionary,11.0,61.0,0.91,5.0,230656.0,0.18,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,North Carolina,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
42,intel,241488.9,3.0,107400.0,3.0,Robert H. Swan,Chief Executive Officer &amp; Director,Technology,Semiconductors and Other Electronic Components,"Santa Clara, Calif.",,41.0,107400.0,70848.0,12.9,21053.0,119.3,127963.0,,74563.0,,29.7,16.5,28.2,4.48,125.1,18.8,17.2,4.1,15.8,16.0,159785.0,Information Technology,11.0,60.0,0.82,9.0,312300.0,0.18,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
43,metlife,40751.0,-1.0,48000.0,-1.0,Michel A. Khalaf,Chief Executive Officer &amp; Director,Financials,,"New York, N.Y.",,25.0,48000.0,67941.0,2.7,5123.0,27.8,687538.0,,52741.0,,7.5,0.7,9.7,4.91,35.6,11.0,1.7,-15.7,-0.1,5.5,56003.0,Financials,12.0,61.5,0.92,6.0,266629.0,0.33,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
44,procter&gamble,260289.4,-3.0,92000.0,-3.0,David S. Taylor,"Chairman, President &amp; Chief Executive Officer",Household Products,Household and Personal Products,"Cincinnati, Ohio",,65.0,92000.0,66832.0,0.9,9750.0,-36.4,118310.0,,52293.0,,14.6,8.2,18.6,3.67,-34.3,-1.0,0.1,3.5,5.8,7.4,207797.0,Consumer Staples,12.0,63.0,0.83,5.5,285000.0,0.33,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ohio,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
45,unitedtechnologies,111146.0,5.0,240200.0,5.0,Gregory J. Hayes,"Chairman, President &amp; Chief Executive Officer",Aerospace &amp; Defense,Aerospace and Defense,"Farmington, Conn.",,65.0,240200.0,66501.0,11.1,5269.0,15.8,134211.0,,38446.0,,7.9,3.9,13.7,6.5,14.0,0.8,2.9,-14.7,1.0,9.7,87291.0,Industrials,11.0,67.0,0.91,10.0,295000.0,0.18,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Connecticut,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
46,fedex,47270.8,3.0,359000.0,3.0,Frederick W. Smith,Chairman &amp; Chief Executive Officer,Transportation,"Mail, Package, and Freight Delivery","Memphis, Tenn.",,25.0,359000.0,65450.0,8.5,4572.0,52.6,52330.0,,19416.0,,7.0,8.7,23.5,16.79,51.7,27.9,16.6,-34.7,3.1,10.4,44065.0,Industrials,12.0,60.0,0.83,7.0,255983.0,0.25,,,,53.0,Frederick Smith,Transportation,United States,1971.0,1.0,0.0,58.0,319.0,549.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Tennessee,South,0,0,1,0,East South Central,0,1,0,0,0,0,0,0,0
47,pepsico,172094.7,-3.0,267000.0,-3.0,Ramon L. Laguarta,Chairman &amp; Chief Executive Officer,"Food, Beverages &amp; Tobacco",Food Consumer Products,"Purchase, N.Y.",,65.0,267000.0,64661.0,1.8,12515.0,157.7,77648.0,,14518.0,,19.4,16.1,86.2,8.78,159.8,15.2,10.6,-5.0,9.0,10.5,148875.0,Consumer Staples,14.0,62.0,0.86,5.0,266667.0,0.29,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
48,archerdanielsmidland,24156.7,-1.0,31600.0,-1.0,Juan R. Luciano,"Chairman, President &amp; Chief Executive Officer","Food, Beverages &amp; Tobacco",Food Production,"Chicago, Ill.",,65.0,31600.0,64341.0,5.8,1810.0,13.5,40833.0,,18981.0,,2.8,4.4,9.5,3.19,14.3,9.6,1.3,5.3,1.5,6.1,27247.0,Consumer Staples,13.0,61.0,0.85,6.0,279167.0,0.15,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
49,prudentialfinancial,37517.7,2.0,50492.0,2.0,Charles F. Lowrey,"Chairman, President &amp; Chief Executive Officer",Financials,,"Newark, N.J.",,25.0,50492.0,62992.0,5.5,4074.0,-48.2,815078.0,,48617.0,,6.5,0.5,8.4,9.5,-46.8,,,-26.4,0.6,13.4,37207.0,Financials,12.0,62.0,0.83,8.0,320000.0,0.33,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
50,centene,21939.7,10.0,47300.0,10.0,Michael F. Neidorff,Chairman &amp; Chief Executive Officer,Health Care,,"St. Louis, Mo.",,10.0,47300.0,60116.0,23.8,900.0,8.7,30901.0,,10917.0,,1.5,2.9,8.2,2.26,-3.6,25.2,17.0,14.3,31.4,27.9,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Missouri,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
51,albertsons,,1.0,275000.0,1.0,Vivek Sankaran,"President, Chief Executive Officer &amp; Director",Food &amp; Drug Stores,Food and Drug Stores,"Boise, Idaho",,15.0,275000.0,59924.6,0.4,46.3,,21812.3,,1398.2,,0.1,0.2,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Idaho,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
52,waltdisney,199589.9,2.0,201000.0,2.0,Robert A. Iger,Chairman &amp; Chief Executive Officer,Media,Entertainment,"Burbank, Calif.",,25.0,201000.0,59434.0,7.8,12598.0,40.3,98598.0,,48773.0,,21.2,12.8,25.8,8.36,46.9,19.9,13.9,3.5,9.0,18.7,191976.0,Consumer Discretionary,10.0,60.5,0.9,10.5,301866.0,0.3,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
53,sysco,34278.8,,67000.0,,,"Chairman, President &amp; Chief Executive Officer",Wholesalers,,"Houston, Texas",,25.0,67000.0,58727.3,6.1,1430.8,25.2,18070.4,,2507.0,,2.4,7.9,57.1,2.7,29.8,10.1,4.1,5.4,14.7,14.1,23286.0,Consumer Staples,12.0,69.5,0.83,10.0,305032.0,0.25,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
54,hp,29795.9,3.0,55000.0,3.0,Enrique J. Lores,"President, Chief Executive Officer &amp; Director",Technology,"Computers, Office Equipment","Palo Alto, Calif.",,58.0,55000.0,58472.0,12.3,5327.0,110.9,34622.0,,-639.0,,9.1,15.4,,3.26,120.3,4.5,0.0,-0.2,11.5,3.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
55,humana,36079.6,,41600.0,,Bruce D. Broussard,"President, Chief Executive Officer &amp; Director",Health Care,,"Louisville, Ky.",,25.0,41600.0,56912.0,5.8,1683.0,-31.3,25413.0,,10161.0,,3.0,6.6,16.6,12.16,-27.7,9.5,12.2,16.2,23.5,23.5,26477.0,Health Care,10.0,57.0,0.8,8.5,265342.0,0.1,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kentucky,South,0,0,1,0,East South Central,0,1,0,0,0,0,0,0,0
56,facebook,475731.6,19.0,35587.0,19.0,Mark Zuckerberg,Chairman &amp; Chief Executive Officer,Technology,Internet Services and Retailing,"Menlo Park, Calif.",,7.0,35587.0,55838.0,37.4,22112.0,38.8,97334.0,,84127.0,,39.6,22.7,26.3,7.57,40.4,66.0,,-25.7,19.1,,287305.0,Information Technology,8.0,46.0,0.63,4.0,390551.0,0.25,Mark Zuckerberg,0.94,55.0,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
57,caterpillar,77980.3,7.0,104000.0,7.0,D. James Umpleby III,Chairman &amp; Chief Executive Officer,Industrials,Construction and Farm Machinery,"Deerfield, Ill.",,65.0,104000.0,54722.0,20.4,6147.0,715.3,78509.0,,14039.0,,11.2,7.8,43.8,10.26,714.3,12.3,6.1,-17.5,10.3,14.3,42497.0,Industrials,12.0,60.5,0.92,4.5,285468.0,0.17,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Illinois,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
58,energytransfer,40260.0,5.0,11768.0,5.0,Kelcy L. Warren,Chairman &amp; Chief Executive Officer,Energy,Pipelines,"Dallas, Texas",,13.0,11768.0,54436.0,14.6,1694.0,77.6,88246.0,,20559.0,,3.1,1.9,8.2,1.15,38.6,45.7,10.6,-17.7,-2.7,19.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
59,lockheedmartin,84887.6,-1.0,105000.0,-1.0,Marillyn A. Hewson,"Chairman, President &amp; Chief Executive Officer",Aerospace &amp; Defense,Aerospace and Defense,"Bethesda, Md.",,65.0,105000.0,53762.0,5.3,5046.0,152.0,44876.0,,1394.0,,9.4,11.2,362.0,17.59,155.3,14.0,8.4,-16.2,15.2,15.8,67552.0,Industrials,12.0,65.5,0.75,8.5,273987.0,0.33,,,,37.0,Marillyn Hewson,Industrials,United States,2013.0,1.0,0.0,97.0,301.0,219.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maryland,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
60,pfizer,235785.1,-4.0,92400.0,-4.0,Albert Bourla,Chief Executive Officer &amp; Director,Health Care,Pharmaceuticals,"New York, N.Y.",,65.0,92400.0,53647.0,2.1,11153.0,-47.7,159422.0,,63407.0,,20.8,7.0,17.6,1.87,-46.9,-10.1,4.5,24.7,11.2,13.8,208579.0,Health Care,11.0,62.0,0.91,6.0,328417.0,0.27,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
61,goldmansachs,70414.9,8.0,36600.0,8.0,David M. Solomon,Chairman &amp; Chief Executive Officer,Financials,Commercial Banks,"New York, N.Y.",,20.0,36600.0,52528.0,24.3,10459.0,144.0,931796.0,,90185.0,,19.9,1.1,11.6,25.27,180.5,10.3,18.9,-33.4,0.2,8.5,79975.0,Financials,13.0,59.0,0.69,4.0,593895.0,0.15,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
62,morganstanley,72110.8,4.0,60348.0,4.0,James P. Gorman,Chairman &amp; Chief Executive Officer,Financials,Commercial Banks,"New York, N.Y.",,25.0,60348.0,50193.0,15.0,8748.0,43.2,853531.0,,80246.0,,17.4,1.0,10.9,4.73,54.1,28.3,12.6,-22.7,6.7,11.1,63895.0,Financials,14.0,61.5,0.71,4.0,344167.0,0.21,James P. Gorman,0.92,67.0,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
63,ciscosystems,237665.5,-2.0,74200.0,-2.0,Charles H. Robbins,Chairman &amp; Chief Executive Officer,Technology,Network and Other Communications Equipment,"San Jose, Calif.",,24.0,74200.0,49330.0,2.8,110.0,-98.9,108784.0,,43204.0,,0.2,0.1,0.3,0.02,-98.9,-59.6,-34.2,16.5,17.8,12.7,146764.0,Information Technology,11.0,60.0,0.73,12.0,313987.0,0.27,Chuck Robbins,0.95,40.0,32.0,Chuck Robbins,Information Technology,United States,2015.0,1.0,0.0,186.0,38.0,30.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
64,cigna,61058.9,8.0,73800.0,8.0,David M. Cordani,"President, Chief Executive Officer &amp; Director",Health Care,,"Bloomfield, Conn.",,25.0,73800.0,48650.0,16.9,2637.0,17.9,153226.0,,41028.0,,5.4,1.7,6.4,10.54,20.2,15.3,25.9,-6.5,16.8,27.5,34532.0,Health Care,11.0,62.0,0.91,8.0,296170.0,0.27,David Cordani,0.9,96.0,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Connecticut,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
65,aig,37440.1,-6.0,49600.0,-6.0,Brian Duperreault,"President, Chief Executive Officer &amp; Director",Financials,,"New York, N.Y.",,25.0,49600.0,47389.0,-4.3,-6.0,,491984.0,,56361.0,,-0.0,-0.0,-0.0,-0.01,,,,-32.1,-3.3,5.2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
66,hcahealthcare,44787.0,-4.0,229000.0,-4.0,Samuel N. Hazen,Chief Executive Officer &amp; Director,Health Care,,"Nashville, Tenn.",,25.0,229000.0,46677.0,-2.0,3787.0,70.9,39207.0,,-4950.0,,8.1,9.7,,10.66,79.2,25.9,,43.4,21.4,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tennessee,South,0,0,1,0,East South Central,0,1,0,0,0,0,0,0,0
67,americanairlines,14262.0,3.0,128900.0,3.0,W. Douglas Parker,Chairman &amp; Chief Executive Officer,Transportation,Airlines,"Fort Worth, Texas",,25.0,128900.0,44541.0,5.5,1412.0,-26.4,60580.0,,-169.0,,3.2,2.3,,3.03,-22.3,,,-37.7,5.8,,29133.0,Industrials,11.0,61.0,0.91,2.0,417467.0,0.09,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
68,deltaairlines,35067.8,6.0,88680.0,6.0,Edward H. Bastian,Chairman &amp; Chief Executive Officer,Transportation,Airlines,"Atlanta, Ga.",,25.0,88680.0,44438.0,7.7,3935.0,10.0,60266.0,,13687.0,,8.9,6.5,28.7,5.67,14.5,-14.3,,-8.8,14.4,16.8,39984.0,Industrials,16.0,64.5,0.81,4.5,282427.0,0.06,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Georgia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
69,chartercommunications,85923.4,4.0,98000.0,4.0,Thomas M. Rutledge,Chairman &amp; Chief Executive Officer,Telecommunications,Telecommunications,"Stamford, Conn.",,19.0,98000.0,43634.0,4.9,1230.0,-87.6,146130.0,,36285.0,,2.8,0.8,3.4,5.22,-84.7,,,-15.2,13.5,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Connecticut,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
70,newyorklifeinsurance,,-2.0,11388.0,-2.0,Theodore A. Mathas,Chairman &amp; Chief Executive Officer,Financials,,"New York, N.Y.",,25.0,11388.0,43425.3,2.7,880.0,-52.9,311449.3,,21006.5,,2.0,0.3,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
71,americanexpress,91675.1,14.0,59000.0,14.0,Stephen J. Squeri,Chairman &amp; Chief Executive Officer,Financials,Diversified Financials,"New York, N.Y.",,25.0,59000.0,43281.0,21.6,6921.0,153.0,188602.0,,22290.0,,16.0,3.7,31.0,7.91,166.3,10.1,13.0,-2.6,2.5,19.7,72105.0,Financials,12.0,64.0,0.75,8.0,295150.0,0.25,Stephen J Squeri,0.9,98.0,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
72,nationwide,,-7.0,30472.0,-7.0,Kirt A. Walker,Chief Executive Officer &amp; Director,Financials,,"Columbus, Ohio",,25.0,30472.0,43270.0,-1.5,512.6,107.9,214141.9,,14478.1,,1.2,0.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
73,bestbuy,19030.2,-2.0,125000.0,-2.0,Corie Barry,Chief Executive Officer &amp; Director,Retailing,,"Richfield, Minn.",,25.0,125000.0,42879.0,1.7,1464.0,46.4,12901.0,,3306.0,,3.4,11.3,44.3,5.2,59.5,27.7,8.1,-20.5,9.3,9.5,,,,,,,,,Hubert Joly,0.97,10.0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Minnesota,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
74,libertymutualinsurance,,-7.0,50000.0,-7.0,David H. Long,"Chairman, President &amp; Chief Executive Officer",Financials,,"Boston, Mass.",,25.0,50000.0,42685.0,-0.0,2160.0,12605.9,125989.0,,20735.0,,5.1,1.7,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
75,merck,214680.1,2.0,69000.0,2.0,Kenneth C. Frazier,"Chairman, President &amp; Chief Executive Officer",Health Care,Pharmaceuticals,"Kenilworth, N.J.",,65.0,69000.0,42294.0,5.4,6220.0,159.8,82637.0,,26701.0,,14.7,7.5,23.3,2.32,166.7,9.6,-4.4,40.2,12.3,13.8,,,,,,,,,Kenneth C. Frazier,0.91,87.0,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,New Jersey,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
76,honeywellinternational,115752.5,,114000.0,,Darius E. Adamczyk,Chairman &amp; Chief Executive Officer,Industrials,"Electronics, Electrical Equip.","Morris Plains, N.J.",,65.0,114000.0,41802.0,3.1,6765.0,308.8,57773.0,,18180.0,,16.2,11.7,37.2,8.98,319.6,12.8,9.1,-8.4,10.9,18.3,79596.0,Industrials,13.0,63.0,0.92,9.0,287391.0,0.23,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,New Jersey,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
77,unitedcontinentalholdings,21279.5,3.0,92000.0,3.0,Oscar Munoz,Chief Executive Officer &amp; Director,Transportation,Airlines,"Chicago, Ill.",,25.0,92000.0,41303.0,9.5,2129.0,-0.1,44792.0,,9995.0,,5.2,4.8,21.3,7.7,9.7,38.2,,24.2,17.2,22.5,22484.0,Industrials,11.0,63.0,0.82,5.0,248535.0,0.18,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Illinois,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
78,tiaa,,5.0,17643.0,5.0,Roger W. Ferguson Jr.,Chief Executive Officer &amp; Director,Financials,,"New York, N.Y.",,22.0,17643.0,41052.1,14.0,1560.5,48.7,568190.2,,38126.3,,3.8,0.3,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
79,tysonfoods,25360.5,,121000.0,,Noel White,"President, Chief Executive Officer &amp; Director","Food, Beverages &amp; Tobacco",Food Production,"Springdale, Ark.",,38.0,121000.0,40052.0,4.7,3024.0,70.5,29109.0,,12803.0,,7.6,10.4,23.6,8.19,71.0,31.0,42.3,-32.8,11.2,21.2,16607.0,Consumer Staples,9.0,60.5,0.67,7.0,225600.0,0.11,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Arkansas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
80,oracle,183562.2,1.0,137000.0,1.0,Safra A. Catz,Chief Executive Officer &amp; Director,Technology,Computer Software,"Redwood City, Calif.",,24.0,137000.0,39831.0,5.6,3825.0,-59.0,137264.0,,45726.0,,9.6,2.8,8.4,0.9,-59.3,-16.8,-1.6,-3.0,4.9,11.1,165638.0,Information Technology,12.0,69.5,0.67,13.5,588485.0,0.17,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
81,allstate,31264.3,-3.0,45420.0,-3.0,Thomas J. Wilson,"Chairman, President &amp; Chief Executive Officer",Financials,,"Northbrook, Ill.",,24.0,45420.0,39815.0,3.4,2252.0,-29.4,112249.0,,21312.0,,5.7,2.0,10.6,5.96,-28.7,4.4,,-19.6,10.7,12.3,23966.0,Financials,10.0,60.5,0.9,4.0,225270.0,0.3,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
82,worldfuelservices,1940.6,8.0,5000.0,8.0,Michael J. Kasbar,"Chairman, President &amp; Chief Executive Officer",Energy,Energy,"Miami, Fla.",,15.0,5000.0,39750.3,18.0,127.7,,5676.9,,1815.4,,0.3,2.2,7.0,1.89,,-7.8,0.4,-23.2,-12.6,2.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
83,massachusettsmutuallifeinsurance,,9.0,9844.0,9.0,Roger W. Crandall,"Chairman, President &amp; Chief Executive Officer",Financials,,"Springfield, Mass.",,25.0,9844.0,39267.2,17.2,397.9,-22.4,265812.6,,15609.8,,1.0,0.1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
