,Company,revenues,rev_perc_change,profit,prof_perc_change,assets,market_value,rank_change1000,employees,rank_change500,CEO,CEO Title,Sector,Industry_x,HQ Location,Website,Years on Fortune 500 List,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2017),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2018),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Unnamed: 0_y,Market Cap,Industry_y,No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board,GD_CEO,GD_Approval,GD CEO Rank,HBR CEO Rank,HBR_CEO,HBR_Industry,HBR_Country,HBR_YearStarted,HBR_Insider,HBR_MBA,HBR_finrank,HBR_sustainalytics,HBR_csrhub
48,archerdanielsmidland,"$64,341.0",5.8%,"$1,810.0",13.5%,"$40,833.0","$24,156.7",-1,"31,600",-1,Juan R. Luciano,"Chairman, President &amp; Chief Executive Officer","Food, Beverages &amp; Tobacco",Food Production,"Chicago, Ill.",,65,"31,600","$64,341.0",5.8%,"$1,810.0",13.5%,"$40,833.0",-,"$18,981.0",-,2.8%,4.4%,9.5%,3.19,14.3%,9.6%,1.3%,5.3%,1.5%,6.1%,154.0,27247.0,Consumer Staples,13.0,61.0,0.85,6.0,279167.0,0.15,,,,,,,,,,,,,
49,prudentialfinancial,"$62,992.0",5.5%,"$4,074.0",-48.2%,"$815,078.0","$37,517.7",2,"50,492",2,Charles F. Lowrey,"Chairman, President &amp; Chief Executive Officer",Financials,,"Newark, N.J.",,25,"50,492","$62,992.0",5.5%,"$4,074.0",-48.2%,"$815,078.0",-,"$48,617.0",-,6.5%,0.5%,8.4%,9.5,-46.8%,-,-,-26.4%,0.6%,13.4%,75.0,37207.0,Financials,12.0,62.0,0.83,8.0,320000.0,0.33,,,,,,,,,,,,,
50,centene,"$60,116.0",23.8%,$900.0,8.7%,"$30,901.0","$21,939.7",10,"47,300",10,Michael F. Neidorff,Chairman &amp; Chief Executive Officer,Health Care,,"St. Louis, Mo.",,10,"47,300","$60,116.0",23.8%,$900.0,8.7%,"$30,901.0",-,"$10,917.0",-,1.5%,2.9%,8.2%,2.26,-3.6%,25.2%,17.0%,14.3%,31.4%,27.9%,,,,,,,,,,,,,,,,,,,,,,
51,albertsons,"$59,924.6",0.4%,$46.3,-,"$21,812.3",-,1,"275,000",1,Vivek Sankaran,"President, Chief Executive Officer &amp; Director",Food &amp; Drug Stores,Food and Drug Stores,"Boise, Idaho",,15,"275,000","$59,924.6",0.4%,$46.3,-,"$21,812.3",-,"$1,398.2",-,0.1%,0.2%,3.3%,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
52,waltdisney,"$59,434.0",7.8%,"$12,598.0",40.3%,"$98,598.0","$199,589.9",2,"201,000",2,Robert A. Iger,Chairman &amp; Chief Executive Officer,Media,Entertainment,"Burbank, Calif.",,25,"201,000","$59,434.0",7.8%,"$12,598.0",40.3%,"$98,598.0",-,"$48,773.0",-,21.2%,12.8%,25.8%,8.36,46.9%,19.9%,13.9%,3.5%,9.0%,18.7%,106.0,191976.0,Consumer Discretionary,10.0,60.5,0.9,10.5,301866.0,0.3,,,,,,,,,,,,,
53,sysco,"$58,727.3",6.1%,"$1,430.8",25.2%,"$18,070.4","$34,278.8",-,"67,000",-,,"Chairman, President &amp; Chief Executive Officer",Wholesalers,,"Houston, Texas",,25,"67,000","$58,727.3",6.1%,"$1,430.8",25.2%,"$18,070.4",-,"$2,507.0",-,2.4%,7.9%,57.1%,2.7,29.8%,10.1%,4.1%,5.4%,14.7%,14.1%,100.0,23286.0,Consumer Staples,12.0,69.5,0.83,10.0,305032.0,0.25,,,,,,,,,,,,,
54,hp,"$58,472.0",12.3%,"$5,327.0",110.9%,"$34,622.0","$29,795.9",3,"55,000",3,Enrique J. Lores,"President, Chief Executive Officer &amp; Director",Technology,"Computers, Office Equipment","Palo Alto, Calif.",,58,"55,000","$58,472.0",12.3%,"$5,327.0",110.9%,"$34,622.0",-,$-639.0,-,9.1%,15.4%,-,3.26,120.3%,4.5%,0.0%,-0.2%,11.5%,3.7%,,,,,,,,,,,,,,,,,,,,,,
55,humana,"$56,912.0",5.8%,"$1,683.0",-31.3%,"$25,413.0","$36,079.6",-,"41,600",-,Bruce D. Broussard,"President, Chief Executive Officer &amp; Director",Health Care,,"Louisville, Ky.",,25,"41,600","$56,912.0",5.8%,"$1,683.0",-31.3%,"$25,413.0",-,"$10,161.0",-,3.0%,6.6%,16.6%,12.16,-27.7%,9.5%,12.2%,16.2%,23.5%,23.5%,203.0,26477.0,Health Care,10.0,57.0,0.8,8.5,265342.0,0.1,,,,,,,,,,,,,
56,facebook,"$55,838.0",37.4%,"$22,112.0",38.8%,"$97,334.0","$475,731.6",19,"35,587",19,Mark Zuckerberg,Chairman &amp; Chief Executive Officer,Technology,Internet Services and Retailing,"Menlo Park, Calif.",,7,"35,587","$55,838.0",37.4%,"$22,112.0",38.8%,"$97,334.0",-,"$84,127.0",-,39.6%,22.7%,26.3%,7.57,40.4%,66.0%,-,-25.7%,19.1%,-,24.0,287305.0,Information Technology,8.0,46.0,0.63,4.0,390551.0,0.25,Mark Zuckerberg,0.94,55.0,,,,,,,,,,
57,caterpillar,"$54,722.0",20.4%,"$6,147.0",715.3%,"$78,509.0","$77,980.3",7,"104,000",7,D. James Umpleby III,Chairman &amp; Chief Executive Officer,Industrials,Construction and Farm Machinery,"Deerfield, Ill.",,65,"104,000","$54,722.0",20.4%,"$6,147.0",715.3%,"$78,509.0",-,"$14,039.0",-,11.2%,7.8%,43.8%,10.26,714.3%,12.3%,6.1%,-17.5%,10.3%,14.3%,142.0,42497.0,Industrials,12.0,60.5,0.92,4.5,285468.0,0.17,,,,,,,,,,,,,
58,energytransfer,"$54,436.0",14.6%,"$1,694.0",77.6%,"$88,246.0","$40,260.0",5,"11,768",5,Kelcy L. Warren,Chairman &amp; Chief Executive Officer,Energy,Pipelines,"Dallas, Texas",,13,"11,768","$54,436.0",14.6%,"$1,694.0",77.6%,"$88,246.0",-,"$20,559.0",-,3.1%,1.9%,8.2%,1.15,38.6%,45.7%,10.6%,-17.7%,-2.7%,19.6%,,,,,,,,,,,,,,,,,,,,,,
59,lockheedmartin,"$53,762.0",5.3%,"$5,046.0",152.0%,"$44,876.0","$84,887.6",-1,"105,000",-1,Marillyn A. Hewson,"Chairman, President &amp; Chief Executive Officer",Aerospace &amp; Defense,Aerospace and Defense,"Bethesda, Md.",,65,"105,000","$53,762.0",5.3%,"$5,046.0",152.0%,"$44,876.0",-,"$1,394.0",-,9.4%,11.2%,362.0%,17.59,155.3%,14.0%,8.4%,-16.2%,15.2%,15.8%,173.0,67552.0,Industrials,12.0,65.5,0.75,8.5,273987.0,0.33,,,,37.0,Marillyn Hewson,Industrials,United States,2013.0,1.0,0.0,97.0,301.0,219.0
60,pfizer,"$53,647.0",2.1%,"$11,153.0",-47.7%,"$159,422.0","$235,785.1",-4,"92,400",-4,Albert Bourla,Chief Executive Officer &amp; Director,Health Care,Pharmaceuticals,"New York, N.Y.",,65,"92,400","$53,647.0",2.1%,"$11,153.0",-47.7%,"$159,422.0",-,"$63,407.0",-,20.8%,7.0%,17.6%,1.87,-46.9%,-10.1%,4.5%,24.7%,11.2%,13.8%,68.0,208579.0,Health Care,11.0,62.0,0.91,6.0,328417.0,0.27,,,,,,,,,,,,,
61,goldmansachsgroup,"$52,528.0",24.3%,"$10,459.0",144.0%,"$931,796.0","$70,414.9",8,"36,600",8,David M. Solomon,Chairman &amp; Chief Executive Officer,Financials,Commercial Banks,"New York, N.Y.",,20,"36,600","$52,528.0",24.3%,"$10,459.0",144.0%,"$931,796.0",-,"$90,185.0",-,19.9%,1.1%,11.6%,25.27,180.5%,10.3%,18.9%,-33.4%,0.2%,8.5%,7.0,79975.0,Financials,13.0,59.0,0.69,4.0,593895.0,0.15,,,,,,,,,,,,,
62,morganstanley,"$50,193.0",15.0%,"$8,748.0",43.2%,"$853,531.0","$72,110.8",4,"60,348",4,James P. Gorman,Chairman &amp; Chief Executive Officer,Financials,Commercial Banks,"New York, N.Y.",,25,"60,348","$50,193.0",15.0%,"$8,748.0",43.2%,"$853,531.0",-,"$80,246.0",-,17.4%,1.0%,10.9%,4.73,54.1%,28.3%,12.6%,-22.7%,6.7%,11.1%,47.0,63895.0,Financials,14.0,61.5,0.71,4.0,344167.0,0.21,James P. Gorman,0.92,67.0,,,,,,,,,,
63,ciscosystems,"$49,330.0",2.8%,$110.0,-98.9%,"$108,784.0","$237,665.5",-2,"74,200",-2,Charles H. Robbins,Chairman &amp; Chief Executive Officer,Technology,Network and Other Communications Equipment,"San Jose, Calif.",,24,"74,200","$49,330.0",2.8%,$110.0,-98.9%,"$108,784.0",-,"$43,204.0",-,0.2%,0.1%,0.3%,0.02,-98.9%,-59.6%,-34.2%,16.5%,17.8%,12.7%,87.0,146764.0,Information Technology,11.0,60.0,0.73,12.0,313987.0,0.27,Chuck Robbins,0.95,40.0,32.0,Chuck Robbins,Information Technology,United States,2015.0,1.0,0.0,186.0,38.0,30.0
64,cigna,"$48,650.0",16.9%,"$2,637.0",17.9%,"$153,226.0","$61,058.9",8,"73,800",8,David M. Cordani,"President, Chief Executive Officer &amp; Director",Health Care,,"Bloomfield, Conn.",,25,"73,800","$48,650.0",16.9%,"$2,637.0",17.9%,"$153,226.0",-,"$41,028.0",-,5.4%,1.7%,6.4%,10.54,20.2%,15.3%,25.9%,-6.5%,16.8%,27.5%,118.0,34532.0,Health Care,11.0,62.0,0.91,8.0,296170.0,0.27,David Cordani,0.9,96.0,,,,,,,,,,
65,aig,"$47,389.0",-4.3%,$-6.0,-,"$491,984.0","$37,440.1",-6,"49,600",-6,Brian Duperreault,"President, Chief Executive Officer &amp; Director",Financials,,"New York, N.Y.",,25,"49,600","$47,389.0",-4.3%,$-6.0,-,"$491,984.0",-,"$56,361.0",-,-0.0%,-0.0%,-0.0%,-0.01,-,-,-,-32.1%,-3.3%,5.2%,,,,,,,,,,,,,,,,,,,,,,
66,hcahealthcare,"$46,677.0",-2.0%,"$3,787.0",70.9%,"$39,207.0","$44,787.0",-4,"229,000",-4,Samuel N. Hazen,Chief Executive Officer &amp; Director,Health Care,,"Nashville, Tenn.",,25,"229,000","$46,677.0",-2.0%,"$3,787.0",70.9%,"$39,207.0",-,"$-4,950.0",-,8.1%,9.7%,-,10.66,79.2%,25.9%,-,43.4%,21.4%,-,,,,,,,,,,,,,,,,,,,,,,
67,americanairlinesgroup,"$44,541.0",5.5%,"$1,412.0",-26.4%,"$60,580.0","$14,262.0",3,"128,900",3,W. Douglas Parker,Chairman &amp; Chief Executive Officer,Transportation,Airlines,"Fort Worth, Texas",,25,"128,900","$44,541.0",5.5%,"$1,412.0",-26.4%,"$60,580.0",-,$-169.0,-,3.2%,2.3%,-,3.03,-22.3%,-,-,-37.7%,5.8%,-,18.0,29133.0,Industrials,11.0,61.0,0.91,2.0,417467.0,0.09,,,,,,,,,,,,,
68,deltaairlines,"$44,438.0",7.7%,"$3,935.0",10.0%,"$60,266.0","$35,067.8",6,"88,680",6,Edward H. Bastian,Chairman &amp; Chief Executive Officer,Transportation,Airlines,"Atlanta, Ga.",,25,"88,680","$44,438.0",7.7%,"$3,935.0",10.0%,"$60,266.0",-,"$13,687.0",-,8.9%,6.5%,28.7%,5.67,14.5%,-14.3%,-,-8.8%,14.4%,16.8%,150.0,39984.0,Industrials,16.0,64.5,0.81,4.5,282427.0,0.06,,,,,,,,,,,,,
69,chartercommunications,"$43,634.0",4.9%,"$1,230.0",-87.6%,"$146,130.0","$85,923.4",4,"98,000",4,Thomas M. Rutledge,Chairman &amp; Chief Executive Officer,Telecommunications,Telecommunications,"Stamford, Conn.",,19,"98,000","$43,634.0",4.9%,"$1,230.0",-87.6%,"$146,130.0",-,"$36,285.0",-,2.8%,0.8%,3.4%,5.22,-84.7%,-,-,-15.2%,13.5%,-,,,,,,,,,,,,,,,,,,,,,,
70,newyorklifeinsurance,"$43,425.3",2.7%,$880.0,-52.9%,"$311,449.3",-,-2,"11,388",-2,Theodore A. Mathas,Chairman &amp; Chief Executive Officer,Financials,,"New York, N.Y.",,25,"11,388","$43,425.3",2.7%,$880.0,-52.9%,"$311,449.3",-,"$21,006.5",-,2.0%,0.3%,4.2%,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
71,americanexpress,"$43,281.0",21.6%,"$6,921.0",153.0%,"$188,602.0","$91,675.1",14,"59,000",14,Stephen J. Squeri,Chairman &amp; Chief Executive Officer,Financials,Diversified Financials,"New York, N.Y.",,25,"59,000","$43,281.0",21.6%,"$6,921.0",153.0%,"$188,602.0",-,"$22,290.0",-,16.0%,3.7%,31.0%,7.91,166.3%,10.1%,13.0%,-2.6%,2.5%,19.7%,120.0,72105.0,Financials,12.0,64.0,0.75,8.0,295150.0,0.25,Stephen J Squeri,0.9,98.0,,,,,,,,,,
72,nationwide,"$43,270.0",-1.5%,$512.6,107.9%,"$214,141.9",-,-7,"30,472",-7,Kirt A. Walker,Chief Executive Officer &amp; Director,Financials,,"Columbus, Ohio",,25,"30,472","$43,270.0",-1.5%,$512.6,107.9%,"$214,141.9",-,"$14,478.1",-,1.2%,0.2%,3.5%,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
73,bestbuy,"$42,879.0",1.7%,"$1,464.0",46.4%,"$12,901.0","$19,030.2",-2,"125,000",-2,Corie Barry,Chief Executive Officer &amp; Director,Retailing,,"Richfield, Minn.",,25,"125,000","$42,879.0",1.7%,"$1,464.0",46.4%,"$12,901.0",-,"$3,306.0",-,3.4%,11.3%,44.3%,5.2,59.5%,27.7%,8.1%,-20.5%,9.3%,9.5%,,,,,,,,,,Hubert Joly,0.97,10.0,,,,,,,,,,
74,libertymutualinsurancegroup,"$42,685.0",-0.0%,"$2,160.0",12605.9%,"$125,989.0",-,-7,"50,000",-7,David H. Long,"Chairman, President &amp; Chief Executive Officer",Financials,,"Boston, Mass.",,25,"50,000","$42,685.0",-0.0%,"$2,160.0",12605.9%,"$125,989.0",-,"$20,735.0",-,5.1%,1.7%,10.4%,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
75,merck,"$42,294.0",5.4%,"$6,220.0",159.8%,"$82,637.0","$214,680.1",2,"69,000",2,Kenneth C. Frazier,"Chairman, President &amp; Chief Executive Officer",Health Care,Pharmaceuticals,"Kenilworth, N.J.",,65,"69,000","$42,294.0",5.4%,"$6,220.0",159.8%,"$82,637.0",-,"$26,701.0",-,14.7%,7.5%,23.3%,2.32,166.7%,9.6%,-4.4%,40.2%,12.3%,13.8%,,,,,,,,,,Kenneth C. Frazier,0.91,87.0,,,,,,,,,,
76,honeywellinternational,"$41,802.0",3.1%,"$6,765.0",308.8%,"$57,773.0","$115,752.5",-,"114,000",-,Darius E. Adamczyk,Chairman &amp; Chief Executive Officer,Industrials,"Electronics, Electrical Equip.","Morris Plains, N.J.",,65,"114,000","$41,802.0",3.1%,"$6,765.0",308.8%,"$57,773.0",-,"$18,180.0",-,16.2%,11.7%,37.2%,8.98,319.6%,12.8%,9.1%,-8.4%,10.9%,18.3%,141.0,79596.0,Industrials,13.0,63.0,0.92,9.0,287391.0,0.23,,,,,,,,,,,,,
77,unitedcontinentalholdings,"$41,303.0",9.5%,"$2,129.0",-0.1%,"$44,792.0","$21,279.5",3,"92,000",3,Oscar Munoz,Chief Executive Officer &amp; Director,Transportation,Airlines,"Chicago, Ill.",,25,"92,000","$41,303.0",9.5%,"$2,129.0",-0.1%,"$44,792.0",-,"$9,995.0",-,5.2%,4.8%,21.3%,7.7,9.7%,38.2%,-,24.2%,17.2%,22.5%,274.0,22484.0,Industrials,11.0,63.0,0.82,5.0,248535.0,0.18,,,,,,,,,,,,,
78,tiaa,"$41,052.1",14.0%,"$1,560.5",48.7%,"$568,190.2",-,5,"17,643",5,Roger W. Ferguson Jr.,Chief Executive Officer &amp; Director,Financials,,"New York, N.Y.",,22,"17,643","$41,052.1",14.0%,"$1,560.5",48.7%,"$568,190.2",-,"$38,126.3",-,3.8%,0.3%,4.1%,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
79,tysonfoods,"$40,052.0",4.7%,"$3,024.0",70.5%,"$29,109.0","$25,360.5",-,"121,000",-,Noel White,"President, Chief Executive Officer &amp; Director","Food, Beverages &amp; Tobacco",Food Production,"Springdale, Ark.",,38,"121,000","$40,052.0",4.7%,"$3,024.0",70.5%,"$29,109.0",-,"$12,803.0",-,7.6%,10.4%,23.6%,8.19,71.0%,31.0%,42.3%,-32.8%,11.2%,21.2%,360.0,16607.0,Consumer Staples,9.0,60.5,0.67,7.0,225600.0,0.11,,,,,,,,,,,,,
80,oracle,"$39,831.0",5.6%,"$3,825.0",-59.0%,"$137,264.0","$183,562.2",1,"137,000",1,Safra A. Catz,Chief Executive Officer &amp; Director,Technology,Computer Software,"Redwood City, Calif.",,24,"137,000","$39,831.0",5.6%,"$3,825.0",-59.0%,"$137,264.0",-,"$45,726.0",-,9.6%,2.8%,8.4%,0.9,-59.3%,-16.8%,-1.6%,-3.0%,4.9%,11.1%,8.0,165638.0,Information Technology,12.0,69.5,0.67,13.5,588485.0,0.17,,,,,,,,,,,,,
81,allstate,"$39,815.0",3.4%,"$2,252.0",-29.4%,"$112,249.0","$31,264.3",-3,"45,420",-3,Thomas J. Wilson,"Chairman, President &amp; Chief Executive Officer",Financials,,"Northbrook, Ill.",,24,"45,420","$39,815.0",3.4%,"$2,252.0",-29.4%,"$112,249.0",-,"$21,312.0",-,5.7%,2.0%,10.6%,5.96,-28.7%,4.4%,-,-19.6%,10.7%,12.3%,361.0,23966.0,Financials,10.0,60.5,0.9,4.0,225270.0,0.3,,,,,,,,,,,,,
82,worldfuelservices,"$39,750.3",18.0%,$127.7,-,"$5,676.9","$1,940.6",8,"5,000",8,Michael J. Kasbar,"Chairman, President &amp; Chief Executive Officer",Energy,Energy,"Miami, Fla.",,15,"5,000","$39,750.3",18.0%,$127.7,-,"$5,676.9",-,"$1,815.4",-,0.3%,2.2%,7.0%,1.89,-,-7.8%,0.4%,-23.2%,-12.6%,2.0%,,,,,,,,,,,,,,,,,,,,,,
83,massachusettsmutuallifeinsurance,"$39,267.2",17.2%,$397.9,-22.4%,"$265,812.6",-,9,"9,844",9,Roger W. Crandall,"Chairman, President &amp; Chief Executive Officer",Financials,,"Springfield, Mass.",,25,"9,844","$39,267.2",17.2%,$397.9,-22.4%,"$265,812.6",-,"$15,609.8",-,1.0%,0.1%,2.5%,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
84,tjx,"$38,972.9",8.7%,"$3,059.8",17.3%,"$14,326.0","$65,615.7",-,"270,000",-,Ernie L. Herrman,Chairman &amp; Chief Executive Officer,Retailing,,"Framingham, Mass.",,25,"270,000","$38,972.9",8.7%,"$3,059.8",17.3%,"$14,326.0",-,"$5,048.6",-,7.9%,21.4%,60.6%,2.43,20.3%,10.6%,17.1%,18.9%,8.5%,25.8%,,,,,,,,,,,,,,,,,,,,,,
85,conocophillips,"$38,727.0",18.9%,"$6,257.0",-,"$69,980.0","$75,710.1",9,"10,800",9,Ryan M. Lance,Chairman &amp; Chief Executive Officer,Energy,"Mining, Crude-Oil Production","Houston, Texas",,65,"10,800","$38,727.0",18.9%,"$6,257.0",-,"$69,980.0",-,"$31,939.0",-,16.2%,8.9%,19.6%,5.32,-,-6.3%,-,15.6%,0.6%,8.4%,38.0,65805.0,Energy,11.0,64.0,0.82,3.0,360054.0,0.18,,,,,,,,,,,,,
86,deere,"$37,357.7",25.6%,"$2,368.4",9.7%,"$70,108.0","$50,908.0",15,"74,413",15,John C. May,Chief Executive Officer,Industrials,Construction and Farm Machinery,"Moline, Ill.",,65,"74,413","$37,357.7",25.6%,"$2,368.4",9.7%,"$70,108.0",-,"$11,287.8",-,6.3%,3.4%,21.0%,7.24,8.4%,-4.4%,4.4%,-3.0%,13.0%,17.2%,319.0,25596.0,Industrials,14.0,65.0,0.93,8.0,236413.0,0.21,,,,,,,,,,,,,
87,techdata,"$37,239.0",1.3%,$340.6,192.0%,"$12,986.6","$3,779.0",-5,"14,000",-5,Richard T. Hume,Chief Executive Officer &amp; Director,Wholesalers,,"Clearwater, Fla.",,25,"14,000","$37,239.0",1.3%,$340.6,192.0%,"$12,986.6",-,"$2,936.7",-,0.9%,2.6%,11.6%,8.89,191.5%,13.5%,14.0%,-16.5%,9.7%,16.5%,,,,,,,,,,,,,,,,,,,,,,
88,enterpriseproductspartners,"$36,534.2",24.9%,"$4,172.4",49.1%,"$56,969.8","$63,579.8",16,"7,000",16,A. James Teague,Chief Executive Officer &amp; Director,Energy,Pipelines,"Houston, Texas",,14,"7,000","$36,534.2",24.9%,"$4,172.4",49.1%,"$56,969.8",-,"$23,853.5",-,11.4%,7.3%,17.5%,1.91,46.9%,6.3%,-,-1.3%,-0.4%,-,,,,,,,,,,,,,,,,,,,,,,
89,nike,"$36,397.0",6.0%,"$1,933.0",-54.4%,"$22,536.0","$132,529.5",-1,"73,100",-1,Mark G. Parker,"Chairman, President &amp; Chief Executive Officer",Apparel,Apparel,"Beaverton, Ore.",,25,"73,100","$36,397.0",6.0%,"$1,933.0",-54.4%,"$22,536.0",-,"$9,812.0",-,5.3%,8.6%,19.7%,1.17,-53.4%,-2.9%,2.3%,19.9%,14.9%,20.8%,175.0,111662.0,Consumer Discretionary,13.0,59.0,0.69,9.0,273682.0,0.23,Mark G. Parker,0.91,94.0,20.0,Mark Parker,Consumer Goods,United States,2006.0,1.0,0.0,22.0,522.0,183.0
90,publixsupermarkets,"$36,395.7",4.5%,"$2,381.2",3.9%,"$18,982.5",-,-3,"202,000",-3,Randall T. Jones Sr.,"President, Chief Executive Officer &amp; Director",Food &amp; Drug Stores,Food and Drug Stores,"Lakeland, Fla.",,25,"202,000","$36,395.7",4.5%,"$2,381.2",3.9%,"$18,982.5",-,"$14,958.3",-,6.5%,12.5%,15.9%,3.28,7.9%,9.1%,9.4%,-,-,-,,,,,,,,,,,,,,,,,,,,,,
91,generaldynamics,"$36,193.0",16.9%,"$3,345.0",14.9%,"$45,408.0","$48,883.0",7,"105,600",7,Phebe N. Novakovic,Chairman &amp; Chief Executive Officer,Aerospace &amp; Defense,Aerospace and Defense,"Falls Church, Va.",,65,"105,600","$36,193.0",16.9%,"$3,345.0",14.9%,"$45,408.0",-,"$11,732.0",-,9.2%,7.4%,28.5%,11.18,16.9%,10.9%,6.1%,-21.3%,12.6%,13.1%,256.0,46970.0,Industrials,12.0,63.0,0.83,5.0,254374.0,0.25,,,,,,,,,,,,,
92,exelon,"$35,985.0",7.3%,"$2,010.0",-46.7%,"$119,666.0","$48,623.7",-1,"33,383",-1,Christopher M. Crane,"President, Chief Executive Officer &amp; Director",Energy,,"Chicago, Ill.",,25,"33,383","$35,985.0",7.3%,"$2,010.0",-46.7%,"$119,666.0",-,"$30,764.0",-,5.6%,1.7%,6.5%,2.07,-47.9%,0.7%,-6.7%,18.2%,14.6%,2.2%,279.0,25674.0,Utilities,14.0,65.5,0.86,4.5,246500.0,0.14,,,,,,,,,,,,,
93,plainsgpholdings,"$34,055.0",29.9%,$334.0,-,"$26,830.0","$3,974.4",21,"4,900",21,Wilfred C.W. Chiang,Chief Executive Officer &amp; Director,Energy,Pipelines,"Houston, Texas",,6,"4,900","$34,055.0",29.9%,$334.0,-,"$26,830.0",-,"$1,846.0",-,1.0%,1.2%,18.1%,2.11,-,51.3%,-,-3.7%,-17.7%,-,,,,,,,,,,,,,,,,,,,,,,
94,3m,"$32,765.0",3.5%,"$5,349.0",10.1%,"$36,500.0","$119,659.8",2,"93,516",2,Michael F. Roman,Chief Executive Officer &amp; Director,Industrials,Miscellaneous,"St. Paul, Minn.",,65,"93,516","$32,765.0",3.5%,"$5,349.0",10.1%,"$36,500.0",-,"$9,796.0",-,16.3%,14.7%,54.6%,8.89,12.1%,5.8%,6.2%,-16.9%,9.0%,15.6%,187.0,96796.0,Industrials,11.0,65.0,0.91,7.0,270180.0,0.18,Mike Roman,0.95,45.0,,,,,,,,,,
95,abbvie,"$32,753.0",16.1%,"$5,687.0",7.1%,"$59,352.0","$119,125.3",14,"30,000",14,Richard A. Gonzalez,Chairman &amp; Chief Executive Officer,Health Care,Pharmaceuticals,"North Chicago, Ill.",,6,"30,000","$32,753.0",16.1%,"$5,687.0",7.1%,"$59,352.0",-,"$-8,446.0",-,17.4%,9.6%,-,3.66,10.9%,7.4%,-,-1.2%,15.7%,-,121.0,97349.0,Health Care,9.0,63.0,0.89,2.0,295129.0,0.11,,,,,,,,,,,,,
96,chs,"$32,683.3",2.0%,$775.9,983.8%,"$16,381.2",-,-1,"10,495",-1,Jay D. Debertin,"President, Chief Executive Officer &amp; Director","Food, Beverages &amp; Tobacco",Food Production,"Inver Grove Heights, Minn.",,20,"10,495","$32,683.3",2.0%,$775.9,983.8%,"$16,381.2",-,"$8,155.6",-,2.4%,4.7%,9.5%,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
97,capitalonefinancial,"$32,377.0",7.9%,"$6,015.0",203.5%,"$372,538.0","$38,340.7",3,"47,600",3,Richard D. Fairbank,"Chairman, President &amp; Chief Executive Officer",Financials,Commercial Banks,"McLean, Va.",,20,"47,600","$32,377.0",7.9%,"$6,015.0",203.5%,"$372,538.0",-,"$51,668.0",-,18.6%,1.6%,11.6%,11.82,238.7%,11.2%,-,-22.8%,1.6%,10.8%,66.0,41978.0,Financials,10.0,62.0,0.8,10.5,330003.0,0.2,,,,,,,,,,,,,
98,progressive,"$31,979.0",19.2%,"$2,615.3",64.3%,"$46,575.0","$42,099.5",13,"37,346",13,Susan Patricia Griffith,"President, Chief Executive Officer &amp; Director",Financials,,"Mayfield Village, Ohio",,25,"37,346","$31,979.0",19.2%,"$2,615.3",64.3%,"$46,575.0",-,"$10,821.8",-,8.2%,5.6%,24.2%,4.42,62.5%,18.0%,-,9.4%,20.9%,18.7%,308.0,19367.0,Financials,10.0,61.0,0.7,9.0,240007.0,0.2,,,,,,,,,,,,,
99,coca-cola,"$31,856.0",-10.0%,"$6,434.0",415.5%,"$83,216.0","$200,334.1",-13,"62,600",-13,James R. Quincey,Chief Executive Officer &amp; Director,"Food, Beverages &amp; Tobacco",Beverages,"Atlanta, Ga.",,65,"62,600","$31,856.0",-10.0%,"$6,434.0",415.5%,"$83,216.0",-,"$16,981.0",-,20.2%,7.7%,37.9%,1.5,417.2%,-4.6%,1.9%,6.8%,6.1%,11.0%,239.0,184179.0,Consumer Staples,15.0,63.0,0.87,5.0,256976.0,0.27,,,,,,,,,,,,,
100,usaa,"$31,367.8",4.5%,"$2,291.9",-5.4%,"$158,506.8",-,-1,"33,689",-1,Stuart Parker,"President, Chief Executive Officer &amp; Director",Financials,,"San Antonio, Texas",,25,"33,689","$31,367.8",4.5%,"$2,291.9",-5.4%,"$158,506.8",-,"$31,179.4",-,7.3%,1.4%,7.4%,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
101,hewlettpackardenterprise,"$30,852.0",6.9%,"$1,908.0",454.7%,"$55,493.0","$21,144.9",5,"60,000",5,Antonio Neri,"President, Chief Executive Officer &amp; Director",Technology,"Computers, Office Equipment","Palo Alto, Calif.",,3,"60,000","$30,852.0",6.9%,"$1,908.0",454.7%,"$55,493.0",-,"$21,239.0",-,6.2%,3.4%,9.0%,1.23,485.7%,-,-,-5.8%,-,-,,,,,,,,,,,,,,,,,,,,,,
